County,Municipality,Precinct,USC,STS,STH,School District,Total_Voters,Dem_Voters,Rep_Voters,Other_Voters,Male_Voters,Female_Voters,Unknown_Gender,Avg_Age,New_Registrations,Mail_Applications,Mail_Applications_Total,Mail_Applications_Approved,Mail_Applications_Declined,Mail_Ballots_Sent,Mail_Ballots_Returned,Mail_Ballots_Outstanding,Mail_Voters,Geo_Issue_Rows
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 04 04,,,,,2,2,0,0,0,0,2,51.5,0,2,2,2,0,2,1,1,1,2
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 04 04,12,37,40,UPPER ST CLAIR,1075,395,525,155,366,559,150,62.3,4,222,241,222,19,219,113,109,113,0
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 01,,,,,2,1,0,1,0,0,2,45.0,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 01,12,37,40,UPPER ST CLAIR,1117,417,483,217,459,469,189,49.8,7,90,114,90,24,88,37,53,37,0
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 02,,,,,1,0,0,1,0,0,1,26.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 02,12,37,40,UPPER ST CLAIR,1165,489,500,176,459,535,171,52.0,4,147,165,147,18,147,84,63,84,0
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 03,,,,,3,2,0,1,0,0,3,32.0,0,2,3,2,1,1,0,2,0,3
ALLEGHENY,UPPER ST CLAIR,UP ST CLAIR 05 03,12,37,40,UPPER ST CLAIR,900,390,332,178,390,387,123,49.8,2,78,89,78,11,78,36,42,36,0
ALLEGHENY,VERONA,VERONA 00 01,17,43,32,RIVERVIEW,486,269,117,100,179,240,67,51.6,0,42,46,42,4,42,19,23,19,0
ALLEGHENY,VERONA,VERONA 00 02,,,,,2,2,0,0,0,0,2,48.5,0,2,2,2,0,2,1,1,1,2
ALLEGHENY,VERONA,VERONA 00 02,17,43,32,RIVERVIEW,547,309,155,83,224,257,66,49.5,1,46,49,46,3,46,21,25,21,0
ALLEGHENY,VERONA,VERONA 00 03,17,43,32,RIVERVIEW,590,331,160,99,229,264,97,49.5,1,56,56,56,0,54,34,22,34,0
ALLEGHENY,VERSAILLES,VERSAILLES 00 01,12,45,35,MC KEESPORT AREA,518,273,160,85,233,228,57,52.3,2,42,44,42,2,42,26,16,26,0
ALLEGHENY,VERSAILLES,VERSAILLES 00 02,12,45,35,MC KEESPORT AREA,452,256,115,81,191,211,50,52.3,0,46,49,46,3,46,30,16,30,0
ALLEGHENY,WALL,WALL 00 01,12,45,25,EAST ALLEGHENY-REGION 3,311,160,90,61,135,144,32,49.3,1,32,33,32,1,31,18,14,18,0
ALLEGHENY,WEST DEER,WEST DEER 00 01,,,,,3,3,0,0,0,0,3,38.0,0,2,3,2,1,2,1,1,1,3
ALLEGHENY,WEST DEER,WEST DEER 00 01,17,38,28,DEER LAKES,1681,600,855,226,736,759,186,53.8,6,207,225,207,18,206,127,80,127,0
ALLEGHENY,WEST DEER,WEST DEER 00 02,17,38,28,DEER LAKES,624,211,332,81,250,278,96,54.5,0,53,54,53,1,50,25,28,25,0
ALLEGHENY,WEST DEER,WEST DEER 00 03,17,38,28,DEER LAKES,812,300,404,108,354,356,102,53.5,3,88,94,88,6,88,48,40,48,0
ALLEGHENY,WEST DEER,WEST DEER 00 04,,,,,1,1,0,0,0,0,1,19.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST DEER,WEST DEER 00 04,17,38,28,DEER LAKES,847,336,409,102,368,402,77,56.5,2,176,187,176,11,176,106,70,106,0
ALLEGHENY,WEST DEER,WEST DEER 00 05,17,38,28,DEER LAKES,898,327,440,131,388,411,99,53.8,1,64,72,64,8,64,30,34,30,0
ALLEGHENY,WEST DEER,WEST DEER 00 06,,,,,2,2,0,0,0,0,2,28.5,0,2,2,2,0,2,0,2,0,2
ALLEGHENY,WEST DEER,WEST DEER 00 06,17,38,28,DEER LAKES,792,293,386,113,335,367,90,52.8,2,82,91,82,9,79,45,37,45,0
ALLEGHENY,WEST DEER,WEST DEER 00 07,,,,,5,4,0,1,0,0,5,65.4,0,4,5,4,1,4,0,4,0,5
ALLEGHENY,WEST DEER,WEST DEER 00 07,17,38,28,DEER LAKES,1834,644,926,264,763,834,237,55.1,7,331,356,331,25,329,177,154,177,0
ALLEGHENY,WEST DEER,WEST DEER 00 08,,,,,2,2,0,0,0,0,2,18.5,0,2,2,2,0,2,1,1,1,2
ALLEGHENY,WEST DEER,WEST DEER 00 08,17,38,28,DEER LAKES,1586,628,772,186,638,782,166,61.7,1,381,410,381,29,377,231,150,231,0
ALLEGHENY,WEST ELIZABETH,W ELIZABETH 00 01,12,45,39,WEST JEFFERSON HILLS,228,106,92,30,90,107,31,53.3,0,6,7,6,1,6,4,2,4,0
ALLEGHENY,WEST HOMESTEAD,W HOMESTEAD 00 01,,,,,1,1,0,0,0,0,1,19.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST HOMESTEAD,W HOMESTEAD 00 01,12,45,35,STEEL VALLEY - REGION 2,400,271,55,74,174,178,48,46.8,1,21,21,21,0,21,11,10,11,0
ALLEGHENY,WEST HOMESTEAD,W HOMESTEAD 00 02,12,45,35,STEEL VALLEY - REGION 2,451,249,157,45,182,219,50,55.3,0,67,69,67,2,67,36,31,36,0
ALLEGHENY,WEST HOMESTEAD,W HOMESTEAD 00 03,12,45,35,STEEL VALLEY - REGION 2,506,295,162,49,208,244,54,56.4,0,62,66,62,4,61,34,28,34,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 01,,,,,2,2,0,0,0,0,2,18.0,0,2,2,2,0,2,0,2,0,2
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 01,12,45,38,WEST MIFFLIN AREA,677,398,176,103,289,303,85,50.5,3,83,87,83,4,83,58,25,58,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 02,,,,,1,0,0,1,0,0,1,18.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 02,12,45,38,WEST MIFFLIN AREA,461,324,69,68,180,197,84,50.6,1,68,69,68,1,68,37,31,37,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 03,12,45,35,WEST MIFFLIN AREA,457,256,142,59,188,208,61,51.3,1,45,50,45,5,44,23,22,23,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 04,12,45,35,WEST MIFFLIN AREA,343,230,42,71,82,185,76,41.9,1,12,12,12,0,12,7,5,7,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 05,12,45,38,WEST MIFFLIN AREA,833,508,231,94,366,380,87,54.1,0,98,102,98,4,98,53,45,53,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 06,12,45,38,WEST MIFFLIN AREA,327,171,111,45,150,137,40,53.0,1,41,41,41,0,38,23,18,23,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 07,12,45,38,WEST MIFFLIN AREA,734,410,218,106,298,345,91,51.7,4,76,82,76,6,76,52,24,52,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 08,12,45,38,WEST MIFFLIN AREA,559,408,83,68,181,313,65,51.2,1,48,50,48,2,48,31,17,31,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 09,12,45,38,WEST MIFFLIN AREA,783,478,195,110,304,376,103,51.3,3,114,121,114,7,113,78,36,78,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 10,12,45,38,WEST MIFFLIN AREA,494,264,155,75,214,229,51,54.1,0,62,68,62,6,62,43,19,43,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 11,,,,,1,0,0,1,0,0,1,18.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 11,12,45,38,WEST MIFFLIN AREA,756,371,262,123,314,340,102,51.1,3,92,96,92,4,92,51,41,51,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 12,,,,,1,1,0,0,0,0,1,33.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 12,12,45,38,WEST MIFFLIN AREA,979,526,307,146,363,494,122,51.1,0,101,106,101,5,100,55,46,55,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 13,12,45,38,WEST MIFFLIN AREA,532,291,157,84,229,248,55,54.9,0,59,64,59,5,59,39,20,39,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 14,,,,,1,0,0,1,0,0,1,32.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 14,12,45,38,WEST MIFFLIN AREA,900,496,302,102,373,415,112,53.0,4,114,117,114,3,113,72,42,72,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 15,12,45,35,WEST MIFFLIN AREA,585,339,171,75,242,279,64,53.1,4,53,56,53,3,52,30,23,30,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 16,12,45,38,WEST MIFFLIN AREA,1129,587,421,121,470,529,130,56.0,1,228,237,228,9,228,140,88,140,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 17,12,45,38,WEST MIFFLIN AREA,567,295,183,89,236,265,66,54.1,0,73,80,73,7,73,47,26,47,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 18,,,,,1,1,0,0,0,0,1,76.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 18,12,45,38,WEST MIFFLIN AREA,823,458,254,111,344,389,90,50.6,1,113,116,113,3,111,70,43,70,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 19,12,45,38,WEST MIFFLIN AREA,636,308,250,78,277,295,64,54.6,0,87,93,87,6,87,54,33,54,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 20,12,45,38,WEST MIFFLIN AREA,480,277,149,54,195,228,57,58.9,3,85,91,85,6,85,49,36,49,0
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 21,,,,,1,1,0,0,0,0,1,43.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST MIFFLIN,WEST MIFFLIN 00 21,12,45,38,WEST MIFFLIN AREA,719,375,218,126,321,317,81,53.4,1,97,109,97,12,97,65,32,65,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 01,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST VIEW,WEST VIEW 00 01,17,38,20,NORTH HILLS,653,349,200,104,256,290,107,48.8,2,62,68,62,6,62,24,38,24,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 02,,,,,2,2,0,0,0,0,2,18.5,0,2,2,2,0,2,0,2,0,2
ALLEGHENY,WEST VIEW,WEST VIEW 00 02,17,38,20,NORTH HILLS,735,378,234,123,302,346,87,47.0,3,55,65,55,10,54,28,27,28,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 03,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WEST VIEW,WEST VIEW 00 03,17,38,20,NORTH HILLS,568,301,181,86,243,265,60,48.0,2,61,68,61,7,61,28,33,28,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 04,17,38,20,NORTH HILLS,573,284,189,100,234,272,67,49.3,0,63,69,63,6,63,37,26,37,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 05,,,,,3,2,0,1,0,0,3,35.7,0,2,3,2,1,2,0,2,0,3
ALLEGHENY,WEST VIEW,WEST VIEW 00 05,17,38,20,NORTH HILLS,767,425,229,113,295,376,96,52.3,4,113,124,113,11,112,69,44,69,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 06,17,38,20,NORTH HILLS,717,385,216,116,313,319,85,50.4,3,86,95,86,9,85,42,44,42,0
ALLEGHENY,WEST VIEW,WEST VIEW 00 07,17,38,20,NORTH HILLS,606,339,187,80,261,294,51,52.7,1,97,101,97,4,97,52,45,52,0
ALLEGHENY,WHITAKER,WHITAKER 00 01,,,,,1,0,0,1,0,0,1,24.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WHITAKER,WHITAKER 00 01,12,45,35,WEST MIFFLIN AREA,437,271,112,54,175,212,50,50.2,2,26,28,26,2,26,18,8,18,0
ALLEGHENY,WHITAKER,WHITAKER 00 02,12,45,35,WEST MIFFLIN AREA,319,197,78,44,128,163,28,52.8,1,36,39,36,3,35,25,11,25,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 01,,,,,1,0,0,1,0,0,1,25.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WHITE OAK,WHITE OAK 00 01,12,45,35,MC KEESPORT AREA,729,339,273,117,312,336,81,52.7,3,66,71,66,5,66,48,18,48,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 02,12,45,35,MC KEESPORT AREA,805,387,293,125,327,373,105,52.8,0,74,79,74,5,74,39,35,39,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 03,12,45,35,MC KEESPORT AREA,873,433,318,122,363,427,83,54.8,1,105,113,105,8,104,76,29,76,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 04,12,45,35,MC KEESPORT AREA,713,377,255,81,292,336,85,58.5,1,113,119,113,6,111,77,36,77,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 05,12,45,35,MC KEESPORT AREA,803,421,276,106,329,392,82,56.5,4,109,118,109,9,108,67,42,67,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 06,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,WHITE OAK,WHITE OAK 00 06,12,45,35,MC KEESPORT AREA,714,305,330,79,293,350,71,59.3,0,97,97,97,0,96,63,34,63,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 07,12,45,35,MC KEESPORT AREA,1065,501,435,129,431,521,113,57.9,1,136,146,136,10,133,77,59,77,0
ALLEGHENY,WHITE OAK,WHITE OAK 00 07,12,45,35,NORWIN,13,2,11,0,4,6,3,47.2,0,0,0,0,0,0,0,0,0,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 01,12,45,38,BALDWIN-WHITEHALL,549,285,188,76,241,246,62,57.1,2,83,88,83,5,83,51,32,51,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 02,,,,,1,0,0,1,0,0,1,22.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WHITEHALL,WHITEHALL 00 02,12,45,38,BALDWIN-WHITEHALL,582,296,195,91,246,265,71,50.5,0,59,65,59,6,59,27,32,27,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 03,,,,,2,0,0,2,0,0,2,78.0,0,0,2,0,2,0,0,0,0,2
ALLEGHENY,WHITEHALL,WHITEHALL 00 03,12,45,38,BALDWIN-WHITEHALL,736,346,300,90,307,352,77,56.3,1,104,112,104,8,103,62,42,62,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 04,,,,,3,1,2,0,0,0,3,72.0,0,3,3,3,0,3,0,3,0,3
ALLEGHENY,WHITEHALL,WHITEHALL 00 04,12,45,38,BALDWIN-WHITEHALL,658,298,272,88,285,298,75,54.5,5,94,100,94,6,94,61,33,61,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 05,,,,,1,1,0,0,0,0,1,45.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WHITEHALL,WHITEHALL 00 05,12,45,38,BALDWIN-WHITEHALL,738,404,222,112,298,322,118,51.6,3,84,95,84,11,83,44,40,44,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 06,12,45,38,BALDWIN-WHITEHALL,1018,602,178,238,424,391,203,43.4,5,65,72,65,7,64,36,29,36,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 07,,,,,1,1,0,0,0,0,1,85.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,WHITEHALL,WHITEHALL 00 07,12,45,38,BALDWIN-WHITEHALL,459,270,140,49,134,272,53,68.8,1,85,88,85,3,85,47,38,47,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 08,12,45,38,BALDWIN-WHITEHALL,815,412,296,107,355,371,89,56.5,4,111,123,111,12,111,74,37,74,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 09,12,45,38,BALDWIN-WHITEHALL,582,300,192,90,233,258,91,51.9,0,77,86,77,9,77,46,31,46,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 10,,,,,1,1,0,0,0,0,1,75.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,WHITEHALL,WHITEHALL 00 10,12,45,38,BALDWIN-WHITEHALL,633,320,221,92,262,300,71,52.6,1,86,92,86,6,86,51,35,51,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 11,12,45,38,BALDWIN-WHITEHALL,619,281,261,77,253,295,71,53.2,0,73,76,73,3,73,47,26,47,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 12,12,45,38,BALDWIN-WHITEHALL,577,301,209,67,245,275,57,54.2,0,59,63,59,4,59,31,28,31,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 13,,,,,4,2,0,2,0,0,4,51.0,0,2,4,2,2,2,1,1,1,4
ALLEGHENY,WHITEHALL,WHITEHALL 00 13,12,45,38,BALDWIN-WHITEHALL,756,380,273,103,293,380,83,55.6,1,164,180,164,16,164,96,68,96,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 14,12,45,38,BALDWIN-WHITEHALL,591,288,221,82,250,273,68,54.9,0,108,115,108,7,106,68,40,68,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 15,12,45,38,BALDWIN-WHITEHALL,1013,500,381,132,377,521,115,59.3,4,235,249,235,14,233,151,84,151,0
ALLEGHENY,WHITEHALL,WHITEHALL 00 16,,,,,1,1,0,0,0,0,1,19.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WHITEHALL,WHITEHALL 00 16,12,45,38,BALDWIN-WHITEHALL,605,294,228,83,254,292,59,55.2,0,90,96,90,6,89,44,46,44,0
ALLEGHENY,WILKINS,WILKINS 01 01,,,,,1,1,0,0,0,0,1,56.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WILKINS,WILKINS 01 01,12,43,34,WOODLAND HILLS - REG. 1,741,412,176,153,306,354,81,52.0,0,60,74,60,14,60,32,28,32,0
ALLEGHENY,WILKINS,WILKINS 01 02,12,43,34,WOODLAND HILLS - REG. 1,647,373,195,79,279,298,70,56.1,3,96,101,96,5,95,48,48,48,0
ALLEGHENY,WILKINS,WILKINS 01 03,,,,,1,1,0,0,0,0,1,20.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINS,WILKINS 01 03,12,43,34,WOODLAND HILLS - REG. 1,827,492,213,122,335,378,114,54.7,3,113,118,113,5,112,72,41,72,0
ALLEGHENY,WILKINS,WILKINS 01 04,,,,,2,2,0,0,0,0,2,34.5,0,2,2,2,0,2,2,0,2,2
ALLEGHENY,WILKINS,WILKINS 01 04,12,43,34,WOODLAND HILLS - REG. 1,625,357,177,91,244,302,79,54.8,2,69,72,69,3,69,42,27,42,0
ALLEGHENY,WILKINS,WILKINS 01 05,,,,,1,0,0,1,0,0,1,48.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WILKINS,WILKINS 01 05,12,43,34,WOODLAND HILLS - REG. 1,437,296,74,67,149,223,65,56.1,2,67,71,67,4,67,37,30,37,0
ALLEGHENY,WILKINS,WILKINS 02 01,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINS,WILKINS 02 01,12,43,34,WOODLAND HILLS - REG. 1,656,400,170,86,272,299,85,51.7,3,62,66,62,4,62,31,31,31,0
ALLEGHENY,WILKINS,WILKINS 02 02,12,43,34,WOODLAND HILLS - REG. 1,923,597,180,146,346,461,116,53.5,3,133,142,133,9,131,84,49,84,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 01,17,43,34,WILKINSBURG,882,698,45,139,349,410,123,53.5,2,87,90,87,3,86,51,36,51,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 02,17,43,34,WILKINSBURG,668,523,35,110,255,314,99,48.8,1,47,49,47,2,46,26,21,26,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 03,17,43,34,WILKINSBURG,408,320,20,68,147,183,78,49.2,0,29,29,29,0,29,17,12,17,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 04,,,,,1,1,0,0,0,0,1,49.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 04,17,43,34,WILKINSBURG,597,471,42,84,230,263,104,53.5,2,84,91,84,7,84,50,34,50,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 05,17,43,34,WILKINSBURG,524,385,64,75,193,257,74,53.6,3,92,92,92,0,92,50,42,50,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 01 06,17,43,34,WILKINSBURG,870,683,55,132,327,442,101,53.6,7,126,130,126,4,126,70,56,70,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 01,,,,,2,1,0,1,0,0,2,30.5,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 01,17,43,34,WILKINSBURG,674,501,50,123,261,329,84,50.4,0,78,84,78,6,78,45,33,45,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 02,,,,,1,0,0,1,0,0,1,36.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 02,17,43,34,WILKINSBURG,932,704,108,120,340,483,109,57.4,1,175,185,175,10,170,99,76,99,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 03,,,,,1,1,0,0,0,0,1,22.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 03,17,43,34,WILKINSBURG,706,507,48,151,263,301,142,46.0,1,37,39,37,2,37,21,16,21,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 04,17,43,34,WILKINSBURG,471,348,29,94,176,202,93,46.5,3,23,24,23,1,22,11,12,11,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 02 05,17,43,34,WILKINSBURG,717,536,53,128,275,318,124,47.3,2,48,54,48,6,48,20,28,20,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 01,,,,,2,1,0,1,0,0,2,32.0,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 01,17,43,34,WILKINSBURG,699,544,63,92,263,329,107,49.5,5,112,116,112,4,112,45,67,45,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 02,,,,,1,1,0,0,0,0,1,24.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 02,17,43,34,WILKINSBURG,650,496,56,98,238,321,91,46.3,2,95,101,95,6,94,37,58,37,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 03,17,43,34,WILKINSBURG,755,568,54,133,294,327,134,48.3,1,49,52,49,3,48,16,33,16,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 04,,,,,1,1,0,0,0,0,1,51.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 04,17,43,34,WILKINSBURG,969,734,70,165,368,438,163,43.4,4,96,105,96,9,93,40,56,40,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 05,,,,,1,0,0,1,0,0,1,31.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 05,17,43,34,WILKINSBURG,1032,805,57,170,356,479,197,43.9,6,91,94,91,3,91,39,52,39,0
ALLEGHENY,WILKINSBURG,WILKINSBURG 03 06,17,43,34,WILKINSBURG,467,350,35,82,172,187,108,47.8,0,28,29,28,1,28,13,15,13,0
ALLEGHENY,WILMERDING,WILMERDING 00 01,12,45,25,EAST ALLEGHENY-REGION 2,449,293,60,96,154,228,67,45.4,2,26,30,26,4,26,17,9,17,0
ALLEGHENY,WILMERDING,WILMERDING 00 02,12,45,25,EAST ALLEGHENY-REGION 2,650,423,111,116,264,299,87,50.8,5,55,60,55,5,54,32,23,32,0
ARMSTRONG,APOLLO BORO,APOLLO BORO,,,,,2,2,0,0,0,0,2,42.0,0,2,2,2,0,2,0,2,0,2
ARMSTRONG,APOLLO BORO,APOLLO BORO,15,41,60,APOLLO - RIDGE,871,269,452,150,323,383,165,51.0,1,30,32,30,2,30,16,14,16,0
ARMSTRONG,APPLEWOLD BORO,APPLEWOLD BORO,15,41,60,ARMSTRONG - REGION II,193,60,110,23,73,85,35,53.5,1,12,12,12,0,12,5,7,5,0
ARMSTRONG,ATWOOD BORO,ATWOOD BORO,15,41,63,ARMSTRONG - REGION III,73,13,58,2,28,31,14,56.4,0,3,3,3,0,3,2,1,2,0
ARMSTRONG,BETHEL TWP,BETHEL TWP,,,,,2,1,1,0,0,0,2,35.5,0,2,2,2,0,2,1,1,1,2
ARMSTRONG,BETHEL TWP,BETHEL TWP,15,41,60,ARMSTRONG - REGION I,812,212,512,88,341,339,132,56.7,2,47,49,47,2,47,33,14,33,0
ARMSTRONG,BOGGS TWP,BOGGS TWP,,,,,1,1,0,0,0,0,1,68.0,0,1,1,1,0,1,1,0,1,1
ARMSTRONG,BOGGS TWP,BOGGS TWP,15,41,63,ARMSTRONG - REGION III,633,87,468,78,271,254,108,53.4,2,13,16,13,3,13,8,5,8,0
ARMSTRONG,BRADYS BEND TWP,BRADYS BEND TWP,15,41,63,KARNS CITY AREA,526,144,331,51,228,215,83,53.4,1,16,19,16,3,16,7,9,7,0
ARMSTRONG,BURRELL TWP,BURRELL TWP,15,41,60,ARMSTRONG - REGION I,454,65,348,41,196,180,78,55.5,1,10,11,10,1,10,3,7,3,0
ARMSTRONG,CADOGAN TWP,CADOGAN TWP,15,41,60,ARMSTRONG - REGION I,220,50,140,30,99,93,28,51.8,1,2,3,2,1,2,2,0,2,0
ARMSTRONG,COWANSHANNOCK TWP,COWANSHANNOCK TWP - EAST,15,41,63,ARMSTRONG - REGION III,912,196,601,115,384,378,150,52.9,1,43,47,43,4,43,30,13,30,0
ARMSTRONG,COWANSHANNOCK TWP,COWANSHANNOCK TWP - WEST,15,41,63,ARMSTRONG - REGION III,864,215,559,90,357,365,142,53.1,1,31,33,31,2,30,20,11,20,0
ARMSTRONG,DAYTON BORO,DAYTON BORO,15,41,63,ARMSTRONG - REGION III,360,50,280,30,146,150,64,51.7,3,6,6,6,0,6,2,4,2,0
ARMSTRONG,EAST FRANKLIN TWP,EAST FRANKLIN TWP - EAST,15,41,60,ARMSTRONG - REGION II,1000,245,668,87,415,438,147,55.5,1,70,74,70,4,70,51,19,51,0
ARMSTRONG,EAST FRANKLIN TWP,EAST FRANKLIN TWP - NORTH,15,41,60,ARMSTRONG - REGION II,777,148,535,94,329,326,122,54.1,2,30,34,30,4,30,27,3,27,0
ARMSTRONG,EAST FRANKLIN TWP,EAST FRANKLIN TWP - WEST,15,41,60,ARMSTRONG - REGION II,916,193,644,79,375,411,130,55.5,4,68,71,68,3,68,45,23,45,0
ARMSTRONG,ELDERTON BORO,ELDERTON BORO,15,41,63,ARMSTRONG - REGION III,234,42,158,34,89,109,36,57.2,0,9,10,9,1,9,8,1,8,0
