County,Municipality,Precinct,USC,STS,STH,School District,Total_Voters,Dem_Voters,Rep_Voters,Other_Voters,Male_Voters,Female_Voters,Unknown_Gender,Avg_Age,New_Registrations,Mail_Applications,Mail_Applications_Total,Mail_Applications_Approved,Mail_Applications_Declined,Mail_Ballots_Sent,Mail_Ballots_Returned,Mail_Ballots_Outstanding,Mail_Voters,Geo_Issue_Rows
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 11,3,4,200,PHILADELPHIA CITY S D,456,396,11,49,172,202,82,53.4,1,65,65,65,0,65,31,34,31,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 12,,,,,1,1,0,0,0,0,1,81.0,0,1,1,1,0,1,1,0,1,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 12,3,4,200,PHILADELPHIA CITY S D,641,572,26,43,227,318,96,54.3,0,94,94,94,0,94,64,30,64,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 13,3,4,200,PHILADELPHIA CITY S D,589,524,23,42,201,288,100,52.5,0,84,84,84,0,84,45,39,45,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 14,3,4,200,PHILADELPHIA CITY S D,524,444,22,58,197,236,91,51.8,0,78,78,78,0,78,37,41,37,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 15,,,,,1,1,0,0,0,0,1,26.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 15,3,4,200,PHILADELPHIA CITY S D,614,552,18,44,201,306,107,54.2,0,98,98,98,0,98,56,42,56,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 16,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 16,3,4,200,PHILADELPHIA CITY S D,804,706,26,72,274,404,126,51.3,3,92,92,92,0,92,51,41,51,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 17,,,,,1,1,0,0,0,0,1,50.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 17,3,4,200,PHILADELPHIA CITY S D,584,515,16,53,210,300,74,54.6,3,70,70,70,0,70,40,30,40,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 18,,,,,3,3,0,0,0,0,3,41.7,0,3,3,3,0,3,0,3,0,3
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 18,3,4,200,PHILADELPHIA CITY S D,602,528,16,58,197,291,114,53.1,0,57,57,57,0,57,33,24,33,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 19,,,,,1,0,0,1,0,0,1,17.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 19,3,4,200,PHILADELPHIA CITY S D,741,654,20,67,260,346,135,53.1,5,112,112,112,0,112,62,50,62,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 20,3,4,200,PHILADELPHIA CITY S D,678,585,27,66,241,302,135,51.6,4,96,96,96,0,96,54,42,54,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 21,3,4,200,PHILADELPHIA CITY S D,792,706,21,65,284,398,110,56.7,1,158,158,158,0,158,96,62,96,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 22,3,4,200,PHILADELPHIA CITY S D,740,666,18,56,255,359,126,52.8,3,104,105,104,1,104,63,41,63,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 23,3,4,200,PHILADELPHIA CITY S D,496,444,12,40,157,250,89,53.1,0,61,61,61,0,61,42,19,42,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 24,3,4,200,PHILADELPHIA CITY S D,687,586,29,72,243,322,122,52.0,1,77,77,77,0,77,53,24,53,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 25,3,4,200,PHILADELPHIA CITY S D,562,482,20,60,198,265,99,52.0,3,62,62,62,0,62,48,14,48,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 26,3,4,200,PHILADELPHIA CITY S D,664,576,23,65,238,327,99,51.3,1,67,67,67,0,67,34,33,34,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 27,,,,,2,2,0,0,0,0,2,47.0,0,2,2,2,0,2,0,2,0,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 27,3,4,200,PHILADELPHIA CITY S D,609,541,18,50,205,293,111,55.3,3,101,101,101,0,101,58,43,58,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 28,,,,,1,1,0,0,0,0,1,21.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 28,3,4,200,PHILADELPHIA CITY S D,654,562,15,77,236,292,126,51.9,1,85,85,85,0,85,49,36,49,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 29,,,,,1,1,0,0,0,0,1,21.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 29,3,4,200,PHILADELPHIA CITY S D,718,622,32,64,257,307,154,52.5,2,99,99,99,0,99,61,38,61,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 50 DIV 30,3,4,200,PHILADELPHIA CITY S D,575,497,22,56,206,284,85,51.3,1,74,74,74,0,74,37,37,37,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 01,3,8,188,PHILADELPHIA CITY S D,434,365,15,54,160,211,63,49.4,3,51,51,51,0,51,34,17,34,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 02,3,8,188,PHILADELPHIA CITY S D,498,412,17,69,177,244,77,45.1,2,52,52,52,0,52,28,24,28,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 03,3,8,186,PHILADELPHIA CITY S D,622,508,37,77,237,287,98,47.4,3,40,40,40,0,39,18,22,18,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 04,,,,,1,1,0,0,0,0,1,35.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 04,3,8,191,PHILADELPHIA CITY S D,627,532,21,74,222,273,132,49.3,3,44,44,44,0,44,25,19,25,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 05,3,8,188,PHILADELPHIA CITY S D,649,532,23,94,229,326,94,43.8,7,24,24,24,0,24,7,17,7,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 06,3,8,188,PHILADELPHIA CITY S D,726,626,9,91,251,339,136,42.4,5,80,80,80,0,80,39,41,39,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 07,,,,,2,2,0,0,0,0,2,48.5,0,2,2,2,0,2,1,1,1,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 07,3,8,188,PHILADELPHIA CITY S D,536,419,23,94,196,269,71,44.8,2,28,28,28,0,28,13,15,13,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 08,3,8,188,PHILADELPHIA CITY S D,418,348,18,52,158,195,65,48.6,1,23,23,23,0,23,12,11,12,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 09,3,8,186,PHILADELPHIA CITY S D,463,390,19,54,171,202,90,48.5,0,47,47,47,0,47,20,27,20,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 10,3,8,186,PHILADELPHIA CITY S D,432,310,52,70,152,203,77,51.4,1,37,37,37,0,37,19,18,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 11,,,,,1,1,0,0,0,0,1,31.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 11,3,8,186,PHILADELPHIA CITY S D,432,362,20,50,166,186,80,47.6,1,22,22,22,0,22,10,12,10,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 12,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 12,3,8,186,PHILADELPHIA CITY S D,568,479,21,68,190,282,96,49.5,0,45,45,45,0,45,24,21,24,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 13,3,8,191,PHILADELPHIA CITY S D,621,512,31,78,252,281,88,47.9,3,50,50,50,0,50,29,21,29,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 14,,,,,1,1,0,0,0,0,1,45.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 14,3,8,188,PHILADELPHIA CITY S D,856,693,31,132,306,416,134,42.7,5,100,100,100,0,100,36,64,36,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 15,,,,,1,1,0,0,0,0,1,42.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 15,3,8,188,PHILADELPHIA CITY S D,592,495,23,74,219,281,92,47.6,2,41,41,41,0,41,20,21,20,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 16,3,8,191,PHILADELPHIA CITY S D,556,439,27,90,215,263,78,47.6,1,42,42,42,0,42,28,14,28,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 17,3,8,191,PHILADELPHIA CITY S D,560,451,26,83,211,274,75,47.9,2,34,34,34,0,34,15,19,15,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 18,3,8,191,PHILADELPHIA CITY S D,586,497,13,76,201,298,87,49.1,2,43,43,43,0,41,23,20,23,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 19,3,8,191,PHILADELPHIA CITY S D,434,360,20,54,146,224,64,47.5,4,35,35,35,0,35,23,12,23,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 20,3,8,191,PHILADELPHIA CITY S D,372,305,13,54,135,169,68,48.0,0,39,39,39,0,39,25,14,25,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 21,5,8,186,PHILADELPHIA CITY S D,413,334,20,59,160,200,53,49.1,2,18,18,18,0,18,9,9,9,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 22,3,8,186,PHILADELPHIA CITY S D,553,438,32,83,199,256,98,47.1,2,26,27,26,1,26,21,5,21,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 23,3,8,188,PHILADELPHIA CITY S D,452,386,17,49,166,225,61,48.4,1,23,23,23,0,23,11,12,11,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 24,5,8,186,PHILADELPHIA CITY S D,562,446,23,93,205,245,112,48.8,3,31,31,31,0,31,18,13,18,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 25,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 25,5,8,186,PHILADELPHIA CITY S D,649,535,34,80,235,321,93,48.3,0,39,39,39,0,39,28,11,28,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 26,3,8,191,PHILADELPHIA CITY S D,446,382,23,41,154,214,78,49.9,3,27,27,27,0,27,19,8,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 27,,,,,1,1,0,0,0,0,1,26.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 27,5,8,191,PHILADELPHIA CITY S D,474,376,25,73,177,230,67,47.3,2,19,19,19,0,19,12,7,12,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 28,,,,,1,1,0,0,0,0,1,65.0,0,1,1,1,0,1,1,0,1,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 51 DIV 28,3,8,191,PHILADELPHIA CITY S D,545,458,28,59,219,239,87,48.4,2,43,43,43,0,43,21,22,21,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 01,,,,,1,0,0,1,0,0,1,45.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 01,3,7,190,PHILADELPHIA CITY S D,496,402,18,76,184,240,72,47.8,0,32,32,32,0,32,14,18,14,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 02,3,7,190,PHILADELPHIA CITY S D,600,495,32,73,181,340,79,58.4,2,88,88,88,0,88,57,31,57,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 03,,,,,1,1,0,0,0,0,1,29.0,0,1,1,1,0,1,1,0,1,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 03,3,7,190,PHILADELPHIA CITY S D,612,370,88,154,220,272,120,36.6,5,24,24,24,0,24,9,15,9,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 04,,,,,1,1,0,0,0,0,1,31.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 04,3,7,190,PHILADELPHIA CITY S D,407,339,14,54,146,227,34,51.8,2,49,49,49,0,49,34,15,34,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 05,3,7,192,PHILADELPHIA CITY S D,757,508,106,143,299,357,101,41.0,3,60,60,60,0,60,32,28,32,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 06,3,7,190,PHILADELPHIA CITY S D,520,437,21,62,168,233,119,53.8,0,73,73,73,0,73,45,28,45,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 07,3,7,190,PHILADELPHIA CITY S D,722,511,74,137,248,351,123,46.4,6,49,49,49,0,49,20,29,20,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 08,3,7,190,PHILADELPHIA CITY S D,537,454,33,50,174,305,58,60.2,1,65,65,65,0,65,40,25,40,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 09,3,7,190,PHILADELPHIA CITY S D,748,607,41,100,245,435,68,56.4,2,87,87,87,0,87,54,33,54,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 10,3,7,190,PHILADELPHIA CITY S D,510,424,33,53,172,276,62,60.4,3,77,77,77,0,77,41,36,41,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 11,,,,,1,1,0,0,0,0,1,79.0,0,1,1,1,0,1,1,0,1,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 11,3,7,190,PHILADELPHIA CITY S D,708,568,47,93,227,355,126,50.9,3,89,89,89,0,89,49,40,49,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 12,,,,,3,3,0,0,0,0,3,50.3,0,3,3,3,0,3,0,3,0,3
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 12,3,7,190,PHILADELPHIA CITY S D,883,693,62,128,316,434,133,56.2,3,102,102,102,0,102,56,46,56,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 13,3,7,190,PHILADELPHIA CITY S D,670,569,27,74,245,317,108,51.4,1,82,82,82,0,82,46,36,46,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 14,,,,,1,1,0,0,0,0,1,56.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 14,3,7,192,PHILADELPHIA CITY S D,642,510,51,81,238,314,90,48.4,2,85,85,85,0,85,62,23,62,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 15,3,7,192,PHILADELPHIA CITY S D,686,545,44,97,267,294,125,49.1,2,78,78,78,0,78,38,40,38,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 16,,,,,2,2,0,0,0,0,2,65.0,0,2,2,2,0,2,1,1,1,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 16,3,7,192,PHILADELPHIA CITY S D,806,630,51,125,280,400,126,47.7,3,81,81,81,0,81,47,34,47,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 17,,,,,1,0,0,1,0,0,1,42.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 17,3,7,190,PHILADELPHIA CITY S D,704,569,39,96,247,346,111,49.9,3,62,62,62,0,62,32,30,32,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 18,,,,,2,2,0,0,0,0,2,69.0,0,2,2,2,0,2,0,2,0,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 18,3,7,192,PHILADELPHIA CITY S D,636,533,28,75,208,303,125,52.2,2,58,58,58,0,58,35,23,35,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 19,3,7,192,PHILADELPHIA CITY S D,591,501,17,73,208,286,97,51.3,2,71,71,71,0,70,52,19,52,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 20,3,7,192,PHILADELPHIA CITY S D,537,435,36,66,198,244,95,53.8,1,62,62,62,0,62,38,24,38,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 21,,,,,1,1,0,0,0,0,1,61.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 21,3,7,190,PHILADELPHIA CITY S D,636,512,32,92,240,310,86,48.3,1,30,30,30,0,30,19,11,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 22,3,7,190,PHILADELPHIA CITY S D,647,538,25,84,249,305,93,50.8,3,47,47,47,0,47,30,17,30,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 23,3,7,190,PHILADELPHIA CITY S D,599,510,21,68,182,302,115,50.3,3,62,62,62,0,62,34,28,34,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 24,,,,,1,1,0,0,0,0,1,43.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 24,3,7,190,PHILADELPHIA CITY S D,642,556,19,67,207,317,118,50.5,2,67,67,67,0,67,40,27,40,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 25,,,,,1,1,0,0,0,0,1,39.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 25,3,7,192,PHILADELPHIA CITY S D,754,642,26,86,269,349,136,50.4,1,57,57,57,0,57,32,25,32,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 26,3,7,192,PHILADELPHIA CITY S D,680,568,21,91,232,322,126,51.6,5,66,66,66,0,66,36,30,36,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 27,3,7,192,PHILADELPHIA CITY S D,718,602,32,84,242,326,150,49.9,4,74,74,74,0,74,39,35,39,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 52 DIV 28,3,7,190,PHILADELPHIA CITY S D,443,334,35,74,173,232,38,59.8,0,48,48,48,0,48,20,28,20,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 01,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 01,2,2,203,PHILADELPHIA CITY S D,669,485,67,117,224,301,144,44.6,8,29,29,29,0,29,12,17,12,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 02,2,2,203,PHILADELPHIA CITY S D,627,463,53,111,216,305,106,45.4,2,22,22,22,0,22,12,10,12,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 03,2,2,203,PHILADELPHIA CITY S D,609,452,56,101,197,277,135,46.9,5,37,37,37,0,37,19,18,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 04,2,2,203,PHILADELPHIA CITY S D,622,459,66,97,212,273,137,47.0,4,43,43,43,0,43,23,20,23,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 05,2,2,203,PHILADELPHIA CITY S D,695,513,71,111,251,307,137,47.1,4,43,43,43,0,43,31,12,31,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 06,,,,,1,1,0,0,0,0,1,24.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 06,2,2,203,PHILADELPHIA CITY S D,504,366,57,81,197,217,90,48.4,2,35,35,35,0,35,22,13,22,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 07,2,2,203,PHILADELPHIA CITY S D,632,418,75,139,215,287,130,45.4,4,20,20,20,0,20,14,6,14,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 08,,,,,1,1,0,0,0,0,1,19.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 08,2,2,203,PHILADELPHIA CITY S D,436,306,57,73,163,203,70,45.1,0,20,20,20,0,20,14,6,14,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 09,2,2,203,PHILADELPHIA CITY S D,462,310,61,91,186,200,76,47.0,3,26,26,26,0,26,11,15,11,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 10,2,2,203,PHILADELPHIA CITY S D,397,276,45,76,136,176,85,47.5,0,14,14,14,0,14,7,7,7,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 11,2,2,203,PHILADELPHIA CITY S D,528,340,89,99,191,235,102,46.7,4,20,20,20,0,20,5,15,5,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 12,,,,,1,1,0,0,0,0,1,32.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 12,2,2,203,PHILADELPHIA CITY S D,626,406,102,118,247,264,115,48.0,5,31,31,31,0,31,18,13,18,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 13,2,2,203,PHILADELPHIA CITY S D,569,378,70,121,201,252,116,45.3,4,18,20,18,2,18,6,12,6,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 14,,,,,1,0,0,1,0,0,1,74.0,0,1,1,1,0,1,1,0,1,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 14,2,2,203,PHILADELPHIA CITY S D,510,343,90,77,182,222,106,48.8,3,21,21,21,0,21,8,13,8,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 15,,,,,2,2,0,0,0,0,2,28.5,0,2,2,2,0,2,2,0,2,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 15,2,2,203,PHILADELPHIA CITY S D,551,345,110,96,209,242,100,50.1,2,48,48,48,0,48,31,17,31,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 16,2,2,203,PHILADELPHIA CITY S D,520,323,94,103,196,220,104,50.1,4,43,43,43,0,43,21,22,21,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 17,,,,,1,1,0,0,0,0,1,32.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 17,2,2,203,PHILADELPHIA CITY S D,495,335,74,86,183,214,98,47.9,4,24,24,24,0,24,19,5,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 18,,,,,2,2,0,0,0,0,2,18.0,0,2,2,2,0,2,2,0,2,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 18,2,2,203,PHILADELPHIA CITY S D,549,331,103,115,200,222,127,48.4,4,35,35,35,0,35,12,23,12,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 19,2,2,203,PHILADELPHIA CITY S D,558,356,95,107,193,242,123,50.8,1,39,39,39,0,39,16,23,16,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 20,2,2,203,PHILADELPHIA CITY S D,641,378,151,112,238,304,99,49.9,2,43,43,43,0,43,24,19,24,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 21,,,,,2,1,0,1,0,0,2,59.0,0,2,2,2,0,2,1,1,1,2
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 21,2,2,203,PHILADELPHIA CITY S D,695,400,169,126,236,335,124,49.6,9,51,51,51,0,51,27,24,27,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 22,2,2,203,PHILADELPHIA CITY S D,562,405,69,88,213,243,106,48.8,5,30,30,30,0,30,14,16,14,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 53 DIV 23,2,2,203,PHILADELPHIA CITY S D,421,296,46,79,153,184,84,46.6,1,23,23,23,0,23,11,12,11,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 01,2,2,202,PHILADELPHIA CITY S D,480,345,42,93,176,224,80,46.0,4,39,39,39,0,39,16,23,16,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 02,2,2,202,PHILADELPHIA CITY S D,621,450,62,109,223,288,110,44.8,1,29,29,29,0,29,14,15,14,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 03,,,,,1,1,0,0,0,0,1,60.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 03,2,2,202,PHILADELPHIA CITY S D,476,331,44,101,181,225,70,45.3,2,17,17,17,0,16,8,9,8,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 04,2,2,202,PHILADELPHIA CITY S D,514,378,41,95,183,232,99,47.0,1,30,30,30,0,30,18,12,18,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 05,,,,,1,0,0,1,0,0,1,48.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 05,2,2,202,PHILADELPHIA CITY S D,449,295,59,95,155,207,87,48.4,1,34,34,34,0,34,19,15,19,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 06,,,,,1,1,0,0,0,0,1,57.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 06,2,2,202,PHILADELPHIA CITY S D,443,303,49,91,162,190,91,47.9,2,25,25,25,0,25,10,15,10,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 07,2,2,202,PHILADELPHIA CITY S D,421,280,52,89,166,181,74,47.3,0,27,27,27,0,27,11,16,11,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 08,2,2,202,PHILADELPHIA CITY S D,362,230,50,82,140,150,72,47.3,4,16,16,16,0,16,9,7,9,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 09,2,2,202,PHILADELPHIA CITY S D,513,347,55,111,146,257,110,46.5,0,32,32,32,0,32,18,14,18,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 10,2,2,202,PHILADELPHIA CITY S D,404,240,68,96,158,170,76,47.7,4,14,14,14,0,13,7,7,7,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 11,2,2,202,PHILADELPHIA CITY S D,345,246,33,66,136,147,62,46.8,5,16,16,16,0,16,9,7,9,0
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 12,,,,,1,0,1,0,0,0,1,68.0,0,1,1,1,0,1,0,1,0,1
PHILADELPHIA,PHILADELPHIA,PHILA WD 54 DIV 12,2,2,202,PHILADELPHIA CITY S D,442,291,50,101,152,185,105,46.2,4,18,18,18,0,18,14,4,14,0
